name,price,category
paine toast clasica,"5,49 lei",panificatie
paine toast cu secara,"5,49 lei",panificatie
paine toast cu graham,"5,49 lei",panificatie
paine boiereasca alba,"8,17 lei",panificatie
painea brutarului cu maia,"4,19 lei",panificatie
paine  seminte,"9,19 lei",panificatie
paine din faina dieteticaintegrala de grau,"5,17 lei",panificatie
paine feliata din faina alba de grau,"3,99 lei",panificatie
paine domneasca,"9,85 lei",panificatie
paine alba deplina,"1,70 lei",panificatie
bagheta frantuzeasca cu maia,"2,79 lei",panificatie
paine cu faina de secara,"5,20 lei",panificatie
paine feliata graham,"4,25 lei",panificatie
paine din faina alba de grau,"7,85 lei",panificatie
paine din faina integrala cu grau si seminte,"4,99 lei",panificatie
paine neagra,"8,17 lei",panificatie
paine feliata cu seminte,"9,15 lei",panificatie
paine cu maia si ceapa,"2,20 lei",panificatie
paine din grau dur,"7,29 lei",panificatie
chifla alba cu maia,"5,49 lei",panificatie
chifla kaiser alba,"0,49 lei",panificatie
paine ardeleneasca cu cartofi,"9,59 lei",panificatie
paine cu maia si seminte,"4,99 lei",panificatie
chifle hamburger,"3,39 lei",panificatie
paine cu seminte si maia,"5,90 lei",panificatie
paine crocanta,"7,69 lei",panificatie
paine din faina integrala,"4,19 lei",panificatie
lipie piadina cu ulei de masline,"10,90 lei",panificatie
paine alba toast,"7,95 lei",panificatie
paine cu maia si faina neagra,"4,19 lei",panificatie
bagheta,"2,40 lei",panificatie
paine toast integrala,"8,55 lei",panificatie
lipie,"1,99 lei",panificatie
paine alba cu maia,"4,30 lei",panificatie
paine fara gluten,"9,09 lei",panificatie
lipie piadina integrala,"12,80 lei",panificatie
demi bagheta french,"1,19 lei",panificatie
lipie piadina clasica,"10,90 lei",panificatie
paine rustica cu cartofi,"5,99 lei",panificatie
chifla,"6,45 lei",panificatie
paine alba feliata,"5,50 lei",panificatie
chifla pentru hamburger,"7,95 lei",panificatie
chifla pentru hamburger cu mac si susan,"9,90 lei",panificatie
bagheta cu maia si ceapa,"4,99 lei",panificatie
paine feliata fara gluten,"12,49 lei",panificatie
paine din faina integrala de secara,"9,49 lei",panificatie
lipie lunga,"1,89 lei",panificatie
paine subtire de secara,"8,65 lei",panificatie
wraps tortilla grilled,"7,75 lei",panificatie
chifla kaiser cu susan,"0,59 lei",panificatie
paine feliata,"10,30 lei",panificatie
paine alba,"4,20 lei",panificatie
paine din faina de secara cu seminte,"4,99 lei",panificatie
wraps grau spelta si ovaz,"10,30 lei",panificatie
bagheta cu maia si seminte,"4,99 lei",panificatie
paine intermediara,"6,75 lei",panificatie
croissant cu unt,"1,99 lei",panificatie
paine cu malai si maia,"5,90 lei",panificatie
chifla cu maia si seminte,"1,69 lei",panificatie
chifla cu maia si ceapa,"1,69 lei",panificatie
paine crocanta cu cereale si ierburi provence,"8,55 lei",panificatie
paine crocanta cu branza,"9,75 lei",panificatie
paine feliata cereale fara gluten,"11,79 lei",panificatie
paine libaneza,"7,30 lei",panificatie
chifla pentru hamburger cu susan,"1,69 lei",panificatie
paine cu faina integrala,"9,79 lei",panificatie
paine rotunda integrala,"5,50 lei",panificatie
paine prajita din faina integrala cu sare,"7,15 lei",panificatie
wraps multicereale,"10,60 lei",panificatie
paine cu gris din porumb,"4,99 lei",panificatie
paine deplina cu faina neagra de grau,"2,99 lei",panificatie
paine subtire multicereale,"8,65 lei",panificatie
paine din porumb fara gluten,"8,30 lei",panificatie
paine crocanta cu masline si usturoi,"8,55 lei",panificatie
paine prajita de secara,"9,45 lei",panificatie
paine prajita cu chia,"14,45 lei",panificatie
paine integrala de secara si floarea soarelui,"17,50 lei",panificatie
paine prajita cu ovaz,"15,22 lei",panificatie
paine toast din faina integrala,"9,29 lei",panificatie
salata de vinete cu sos de maioneza,"8,99 lei",gastro
humus clasic,"8,99 lei",gastro
ciorba de burta,"9,99 lei",gastro
salata cu pui si ciuperci,"13,99 lei",gastro
salata de sfecla si hrean,"8,99 lei",gastro
salata de ardei copt si usturoi,"8,99 lei",gastro
sandwich cu snitel de pui,"13,99 lei",gastro
tochitura cu carne de porc,"10,99 lei",gastro
salata a la russe,"11,99 lei",gastro
sandwich cu pui shanghai,"8,99 lei",gastro
humus picant,"7,99 lei",gastro
sandwich cu muschi file si cascaval,"7,59 lei",gastro
sandwich cu salam uscat si cascaval afumat,"7,99 lei",gastro
sandwich cu pui si ardei copt,"10,59 lei",gastro
pui intreg cu cartofi wedges,"54,99 lei",gastro
salata boeuf,"9,50 lei",gastro
humus natural fara gluten si coloranti artificiali,"8,45 lei",gastro
sarmale cu carne de porc,"79,00 lei",gastro
platou mix grill,"109,99 lei",gastro
salata de vinete,"7,75 lei",gastro
platou,"135,00 lei",gastro
chiftele de porc,"15,99 lei",gastro
humus cu ceapa caramelizata,"8,45 lei",gastro
mini file din piept de pui,"16,99 lei",gastro
drob de miel,"49,99 lei",gastro
kebab pui,"17,99 lei",gastro
hummus cu usturoi caramelizat,"8,45 lei",gastro
piept de pui la gratar cu sos verdeturi,"9,99 lei",gastro
chiftelute de legume,"12,49 lei",gastro
pandispan cu visine,"44,99 lei",gastro
foi de lasagna,"11,00 lei",gastro
tochitura,"89,99 lei",gastro
supa crema de rosii,"11,90 lei",gastro
gnocchi cu cartofi,"10,10 lei",gastro
tortellini cu spanac si ricotta,"14,70 lei",gastro
supa crema de linte,"11,90 lei",gastro
chiftele de pui,"10,90 lei",gastro
sarmale de post,"17,99 lei",gastro
ravioli cu  tipuri de branza,"14,70 lei",gastro
ciorba de perisoare,"69,99 lei",gastro
tortellini,"14,70 lei",gastro
falafel,"11,50 lei",gastro
drob de pui,"46,49 lei",gastro
ravioli cu,"14,70 lei",gastro
tortellini cu jambon crud,"10,80 lei",gastro
hummus,"8,95 lei",gastro
tortellini cu carne,"10,80 lei",gastro
cutia,"38,99 lei",gastro
salata bulgur cu humus,"8,99 lei",gastro
fasole cu afumatura,"69,99 lei",gastro
bagheta cu muschi afumat,"9,99 lei",gastro
pandispan cu zmeura,"44,99 lei",gastro
snack,"26,99 lei",gastro
california,"25,99 lei",gastro
meniu,"125,00 lei",gastro
somon,"25,99 lei",gastro
miniprajituri,"44,09 lei",cofetarie
miniprajituri asortate auchan,"79,90 lei",cofetarie
mini choux a la creme,"69,99 lei",cofetarie
minitarte asortate cu fructe,"89,89 lei",cofetarie
mini eclere asortate,"80,99 lei",cofetarie
mini savarine,"73,49 lei",cofetarie
prajitura crema de lamaie si unt,"67,69 lei",cofetarie
prajitura cu magiun de prune si bezea,"67,69 lei",cofetarie
prajitura,"9,99 lei",cofetarie
prajitura cu glazura ciocolata neagra,"67,69 lei",cofetarie
savarina,"13,89 lei",cofetarie
prajitura amandina,"9,49 lei",cofetarie
cremsnit,"6,49 lei",cofetarie
platou gogosi,"14,69 lei",cofetarie
ecler cu aroma de ciocolata,"9,99 lei",cofetarie
macarons asortat,"24,00 lei",cofetarie
ecler cu aroma de vanilie,"9,99 lei",cofetarie
ecler cu aroma de fistic,"9,99 lei",cofetarie
rulada diplomat,"10,99 lei",cofetarie
ecler cu aroma de cafea,"9,99 lei",cofetarie
ecler cu aroma de caramel sarat,"9,99 lei",cofetarie
tort,"76,99 lei",cofetarie
tort duo mousse de ciocolata,"88,99 lei",cofetarie
ecler vienez cu aroma de zmeura,"9,99 lei",cofetarie
tort cu zmeura,"88,99 lei",cofetarie
prajitura duo cafea si ciocolata,"9,59 lei",cofetarie
tort diplomat cu fructe,"149,98 lei",cofetarie
tartlette cu fructe,"9,50 lei",cofetarie
prajitura cu crema de vanilie,"18,99 lei",cofetarie
prajitura cu nuca si ciocolata,"9,49 lei",cofetarie
platou fursecuri asortate,"59,99 lei",cofetarie
ecler cu aroma de zmeura,"9,99 lei",cofetarie
tarta mare cu fructe,"49,90 lei",cofetarie
prajitura cu crema de rom,"10,79 lei",cofetarie
fursecuri cu unt si stafide,"59,99 lei",cofetarie
fursecuri cu unt si cacao,"59,99 lei",cofetarie
profiterol la pahar,"13,50 lei",cofetarie
tort cu nuca si ciocolata,"93,49 lei",cofetarie
tort duo cafea si ciocolata,"89,00 lei",cofetarie
prajitura cu zmeura,"9,49 lei",cofetarie
tort profiterol cu aroma de portocale,"89,00 lei",cofetarie
fursecuri cu unt si aroma de vanilie,"59,99 lei",cofetarie
fursecuri cu cocos,"47,99 lei",cofetarie
croissant cu ciocolata si alune,"3,89 lei",panificatie
cozonac cu nuca,"19,49 lei",panificatie
cozonac cu umplutura de nuca,"27,89 lei",panificatie
cozonac cu nuca si cacao,"25,99 lei",panificatie
cozonac,"16,99 lei",panificatie
cozonac cu nuca si cacao insiropat,"34,99 lei",panificatie
cozonac cu cacao,"14,90 lei",panificatie
cozonac de post cu nuca si amarene,"19,99 lei",panificatie
placinta cu mere,"1,99 lei",panificatie
melc cu stafide,"1,89 lei",panificatie
poalen brau,"4,19 lei",panificatie
croissant cu margarina,"8,89 lei",panificatie
cozonac cu crema de cacao si rahat,"11,99 lei",panificatie
cozonac cu crema de nuca si cacao,"11,99 lei",panificatie
saratele cu branza,"19,50 lei",panificatie
aluat pentru foitaj,"9,79 lei",panificatie
foi de placinta,"4,90 lei",panificatie
foi,"12,30 lei",panificatie
pasca,"46,99 lei",panificatie
pastel de,"12,89 lei",panificatie
placinta cu dovleac,"10,80 lei",panificatie
gogosi cu umplutura de ciocolata,"4,29 lei",panificatie
covridog,"3,79 lei",panificatie
chec marmorat,"12,99 lei",panificatie
corn cu marmelada,"3,29 lei",panificatie
mini foietaj cu visine,"18,40 lei",panificatie
mini foietaj cu telemea,"15,60 lei",panificatie
aluat pentru pizza,"5,15 lei",panificatie
covrig insiropat,"8,49 lei",panificatie
mini foietaj cu caise,"18,40 lei",panificatie
gogosi cu umplutura de vanilie,"4,29 lei",panificatie
chec marmorat cu nuca si cacao,"7,99 lei",panificatie
gogosi cu umplutura fructe de padure,"4,29 lei",panificatie
baigli cu nuca,"14,10 lei",panificatie
mini croissant,"15,60 lei",panificatie
felie de cozonac cu nuci si ciocolata,"3,29 lei",panificatie
placinta cu branza,"23,80 lei",panificatie
foietaj cu branza sarata,"1,99 lei",panificatie
cozonac cu crema de nuca si stafide,"12,99 lei",panificatie
foi de placinta fine,"7,95 lei",panificatie
cozonac cu nuca si ciocolata,"21,99 lei",panificatie
placinta cu branza si spanac,"23,80 lei",panificatie
placinta cu branza dulce,"43,99 lei",panificatie
baton,"4,19 lei",panificatie
muffin duo ciocolata,"4,39 lei",panificatie
saleuri cu susan,"34,99 lei",panificatie
baigli cu mac,"18,99 lei",panificatie
cozonac cu mac,"21,99 lei",panificatie
bagheta french,"2,49 lei",panificatie
minirulouri cu branza,"25,10 lei",panificatie
mini pateuri cu carnaciori,"27,40 lei",panificatie
foi de pandispan cu cacao,"11,99 lei",panificatie
miniplacinte,"12,90 lei",panificatie
cozonac cu rahat,"29,99 lei",panificatie
cozonac cu crema de mac,"23,99 lei",panificatie
fulgi pentru piure de cartofi,"2,50 lei",semipreparate
fulgi de cartofi,"2,59 lei",semipreparate
aripi de pui crocante,"14,99 lei",semipreparate
sprot prajit,"8,45 lei",semipreparate
cascaval pane,"14,60 lei",semipreparate
supa instant noodles cu aroma de pui,"2,75 lei",semipreparate
pizza,"14,99 lei",semipreparate
crispy,"14,40 lei",semipreparate
supa instant de ciuperci cu crutoane,"2,95 lei",semipreparate
nuggets de pui,"24,40 lei",semipreparate
cordon bleu de pui,"19,90 lei",semipreparate
lasagna,"22,90 lei",semipreparate
cascaval pane lamasa,"18,09 lei",semipreparate
supa instant de pui cu taitei,"3,15 lei",semipreparate
pui cu taitei,"15,70 lei",semipreparate
supa instant cu branza si crutoane,"3,15 lei",semipreparate
blat pentru pizza,"12,10 lei",semipreparate
mozzarella stick,"11,10 lei",semipreparate
cartofi gratinati cu branza si smantana,"19,90 lei",semipreparate
supa instant de rosii cu taitei,"3,15 lei",semipreparate
placinta rulata cu mere,"14,90 lei",semipreparate
file de pui pe baza de plante,"20,90 lei",semipreparate
gyros cu pui,"16,50 lei",semipreparate
minipateuri cu umplutura din branza telemea,"15,30 lei",semipreparate
burger vegan,"17,40 lei",semipreparate
gujoane din piept de pui,"17,79 lei",semipreparate
pizza salami,"21,00 lei",semipreparate
pizza cu  branzeturi,"14,49 lei",semipreparate
pizza congelata,"19,70 lei",semipreparate
cascaval pane triunghiuri,"19,60 lei",semipreparate
placinta cu umplutura de branza,"27,30 lei",semipreparate
specialitate cu creveti,"17,40 lei",semipreparate
pachetele de primavara,"19,40 lei",semipreparate
placinta rulata cu branza,"14,90 lei",semipreparate
snitel din piept de pui,"23,50 lei",semipreparate
supa instant noodles cu aroma de rosii,"2,75 lei",semipreparate
pui tikka masala,"19,90 lei",semipreparate
falafel vegan,"17,40 lei",semipreparate
pizza congelata cu sunca,"19,70 lei",semipreparate
inele de ceapa pane,"9,95 lei",semipreparate
paella cu pui,"16,50 lei",semipreparate
placinta cu umplutura de mere,"27,30 lei",semipreparate
nuggets din piept de pui,"13,90 lei",semipreparate
piure de cartofi dulci,"8,95 lei",semipreparate
aripi de pui marinate si prajite,"14,99 lei",semipreparate
file de pui cu susan,"15,90 lei",semipreparate
piure de castane,"13,90 lei",semipreparate
granule de fasole instant,"1,99 lei",semipreparate
placinta cu umplutura de branza dulce si stafide,"27,30 lei",semipreparate
falafel cu susan,"19,70 lei",semipreparate
placinta rulata cu dovleac,"14,90 lei",semipreparate
pizza cu sunca si ciuperci,"16,40 lei",semipreparate
mozzarella sticks pane,"21,10 lei",semipreparate
burger vegetal,"16,90 lei",semipreparate
lava,"17,90 lei",semipreparate
risotto cu ciuperci,"17,20 lei",semipreparate
minirulouri cu umplutura din caise,"15,00 lei",semipreparate
galuste cu prune,"15,00 lei",semipreparate
medalion din piept de pui,"25,40 lei",semipreparate
mini pizza cu sunca si branza,"17,10 lei",semipreparate
placinta cu umplutura de dovleac,"27,30 lei",semipreparate
falafel cu susan mini,"19,70 lei",semipreparate
falafel simplu,"18,60 lei",semipreparate
mix oriental,"17,40 lei",semipreparate
minipateuri cu umplutura de ciuperci,"15,70 lei",semipreparate
placinta dobrogeana,"30,99 lei",semipreparate
falafel simplu mini,"18,60 lei",semipreparate
cannelloni cu vita,"22,40 lei",semipreparate
minirulouri congelate cu umplutura din mere,"11,40 lei",semipreparate
paste pennette cu somon afumat,"21,90 lei",semipreparate
pernute cu umplutura din branza,"15,30 lei",semipreparate
macarons,"21,30 lei",semipreparate
strudel cu branza si stafide,"21,70 lei",semipreparate
placinta cu branza si stafide,"33,99 lei",semipreparate
pizza cu sunca,"16,40 lei",semipreparate
tagliatelle cu somon,"17,40 lei",semipreparate
